,,,"Parkdale--High Park [Federal electoral district], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Income of households in 2015","      Median after-tax income of two-or-more-person households in 2015 ($)",,   83970,,,...,,...,   79528,,,...,,...
"Income of households in 2015","Total - Income statistics in 2015�for private households by household size - 25% sample�data",35,   50315,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Average total income of households in 2015 ($)",,   99784,,,...,,...,   97856,,,...,,...
"Income of households in 2015","  Average after-tax income of households in 2015 ($)",,   79170,,,...,,...,   80322,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for one-person private households - 25% sample data",,   20235,,,...,,..., 1341115,,,...,,...
"Income of households in 2015","      Average total income of one-person households in 2015 ($)",,   48014,,,...,,...,   49571,,,...,,...
"Income of households in 2015","      Average after-tax income of one-person households in 2015 ($)",,   39756,,,...,,...,   40830,,,...,,...
"Income of households in 2015","    Total - Income statistics in 2015 for two-or-more-person private households - 25% sample data",,   30085,,,...,,..., 3828060,,,...,,...
"Income of households in 2015","      Average total income of two-or-more-person households in 2015 ($)",,  134606,,,...,,...,  114773,,,...,,...
"Income of households in 2015","      Average after-tax income of two-or-more-person households in 2015 ($)",,  105680,,,...,,...,   94157,,,...,,...
"Income of households in 2015","Total - Household total income groups in 2015 for private households - 100% data",36,   50290,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Under $5;000",,    1360,,,...,,...,   86720,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    1150,,,...,,...,   70245,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    2140,,,...,,...,  134395,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    2800,,,...,,...,  185245,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    2370,,,...,,...,  200770,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    2085,,,...,,...,  189450,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    2030,,,...,,...,  202580,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    2035,,,...,,...,  207180,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    1945,,,...,,...,  206605,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    1905,,,...,,...,  202015,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    3475,,,...,,...,  388820,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    3115,,,...,,...,  363580,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    2700,,,...,,...,  335770,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    2490,,,...,,...,  309105,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    2205,,,...,,...,  282740,,,...,,...
"Income of households in 2015","  $100;000 and over",,   16490,,,...,,..., 1803955,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    4165,,,...,,...,  560090,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    2935,,,...,,...,  394570,,,...,,...
"Income of households in 2015","    $150;000 to $199;999",,    3740,,,...,,...,  449885,,,...,,...
"Income of households in 2015","    $200;000 and over",,    5650,,,...,,...,  399410,,,...,,...
"Income of households in 2015","Total - Household after-tax income groups in 2015 for private households - 100% data",32,   50295,,,...,,..., 5169175,,,...,,...
"Income of households in 2015","  Under $5;000",,    1430,,,...,,...,   92220,,,...,,...
"Income of households in 2015","  $5;000 to $9;999",,    1145,,,...,,...,   71480,,,...,,...
"Income of households in 2015","  $10;000 to $14;999",,    2180,,,...,,...,  136550,,,...,,...
"Income of households in 2015","  $15;000 to $19;999",,    2955,,,...,,...,  192920,,,...,,...
"Income of households in 2015","  $20;000 to $24;999",,    2650,,,...,,...,  222605,,,...,,...
"Income of households in 2015","  $25;000 to $29;999",,    2335,,,...,,...,  211440,,,...,,...
"Income of households in 2015","  $30;000 to $34;999",,    2350,,,...,,...,  232755,,,...,,...
"Income of households in 2015","  $35;000 to $39;999",,    2510,,,...,,...,  244335,,,...,,...
"Income of households in 2015","  $40;000 to $44;999",,    2400,,,...,,...,  247645,,,...,,...
"Income of households in 2015","  $45;000 to $49;999",,    2170,,,...,,...,  241965,,,...,,...
"Income of households in 2015","  $50;000 to $59;999",,    4080,,,...,,...,  463170,,,...,,...
"Income of households in 2015","  $60;000 to $69;999",,    3470,,,...,,...,  422695,,,...,,...
"Income of households in 2015","  $70;000 to $79;999",,    3055,,,...,,...,  388720,,,...,,...
"Income of households in 2015","  $80;000 to $89;999",,    2540,,,...,,...,  342330,,,...,,...
"Income of households in 2015","  $90;000 to $99;999",,    2145,,,...,,...,  290720,,,...,,...
"Income of households in 2015","  $100;000 and over",,   12855,,,...,,..., 1367630,,,...,,...
"Income of households in 2015","    $100;000 to $124;999",,    3980,,,...,,...,  539915,,,...,,...
"Income of households in 2015","    $125;000 to $149;999",,    2665,,,...,,...,  334420,,,...,,...
"Income of households in 2015","    $150;000 and over",,    6215,,,...,,...,  493295,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 100% data",37,   27660,,,...,,..., 3689580,,,...,,...
"Income of economic families in 2015","  Median total income of economic families in 2015 ($)",,  100806,,,...,,...,   91089,,,...,,...
"Income of economic families in 2015","  Median after-tax income of economic families in 2015 ($)",,   85876,,,...,,...,   79531,,,...,,...
"Income of economic families in 2015","  Average family size of economic families",,      2.9,,,...,,...,      3.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 100% data",,   10630,,,...,,..., 1280890,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families without children or other relatives in 2015 ($)",,   93127,,,...,,...,   81459,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families without children or other relatives in 2015 ($)",,   79562,,,...,,...,   71237,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families without children or other relatives",,      2.0,,,...,,...,      2.0,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 100% data",,   11515,,,...,,..., 1716115,,,...,,...
"Income of economic families in 2015","  Median total income of couple economic families with children in 2015 ($)",,  144764,,,...,,...,  115381,,,...,,...
"Income of economic families in 2015","  Median after-tax income of couple economic families with children in 2015 ($)",,  119479,,,...,,...,   99205,,,...,,...
"Income of economic families in 2015","  Average family size of couple economic families with children",,      3.8,,,...,,...,      4.1,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 100% data",,    4580,,,...,,...,  584180,,,...,,...
"Income of economic families in 2015","  Median total income of lone-parent economic families in 2015 ($)",,   51913,,,...,,...,   54363,,,...,,...
"Income of economic families in 2015","  Median after-tax income of lone-parent economic families in 2015 ($)",,   48360,,,...,,...,   50317,,,...,,...
"Income of economic families in 2015","  Average family size of lone-parent economic families",,      2.5,,,...,,...,      2.7,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38,   27740,,,...,,..., 3689080,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  138553,,,...,,...,  115328,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,  108155,,,...,,...,   94410,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",,   10725,,,...,,..., 1280580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,  117297,,,...,,...,  104425,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   93398,,,...,,...,   84952,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",,   11470,,,...,,..., 1717295,,,...,,...
