,,,"Canada [Country]",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Income of economic families in 2015","Total - Income statistics in 2015 for economic families in private households - 25% sample data",38, 9689855,,,...,,..., 3689080,,,...,,...
"Income of economic families in 2015","  Average total income of economic families in 2015 ($)",,  111235,,,...,,...,  115328,,,...,,...
"Income of economic families in 2015","  Average after-tax income of economic families in 2015 ($)",,   91040,,,...,,...,   94410,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families without children or other relatives in private households - 25% sample data",, 3706400,,,...,,..., 1280580,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families without children or other relatives in 2015 ($)",,  101086,,,...,,...,  104425,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families without children or other relatives in 2015 ($)",,   82296,,,...,,...,   84952,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for couple economic families with children in private households - 25% sample data",, 4225855,,,...,,..., 1717295,,,...,,...
"Income of economic families in 2015","  Average total income of couple economic families with children in 2015 ($)",,  137094,,,...,,...,  140590,,,...,,...
"Income of economic families in 2015","  Average after-tax income of couple economic families with children in 2015 ($)",,  111307,,,...,,...,  114144,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for lone-parent economic families in private households - 25% sample data",, 1477190,,,...,,...,  581945,,,...,,...
"Income of economic families in 2015","  Average total income of lone-parent economic families in 2015 ($)",,   65549,,,...,,...,   67748,,,...,,...
"Income of economic families in 2015","  Average after-tax income of lone-parent economic families in 2015 ($)",,   56687,,,...,,...,   58742,,,...,,...
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 100% data",21, 5313545,, 2608845,, 2704705,, 1818815,,  867175,,  951640,
"Income of economic families in 2015","  Median total income in 2015 for persons aged 15 years and over not in economic families ($)",39,   31890,,   34483,,   29801,,   32097,,   33925,,   30753,
"Income of economic families in 2015","  Median after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",39,   28959,,   30746,,   27495,,   29417,,   30678,,   28442,
"Income of economic families in 2015","Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data",40, 5299050,, 2596985,, 2702070,, 1814575,,  864020,,  950555,
"Income of economic families in 2015","  Average total income in 2015 for persons aged 15 years and over not in economic families ($)",41,   42939,,   46085,,   39915,,   44298,,   46765,,   42057,
"Income of economic families in 2015","  Average after-tax income in 2015 for persons aged 15 years and over not in economic families ($)",41,   35801,,   37724,,   33952,,   36874,,   38228,,   35644,
"Income of economic families in 2015","Total - Economic family income decile group for the population in private households - 100% data",42,34460065,,16971550,,17488515,,13242160,, 6472205,, 6769955,
"Income of economic families in 2015","  In the bottom half of the distribution",,17229835,, 8256970,, 8972865,, 6335170,, 3016275,, 3318895,
"Income of economic families in 2015","    In the bottom decile",, 3445950,, 1672900,, 1773050,, 1346645,,  651310,,  695335,
"Income of economic families in 2015","    In the second decile",, 3445660,, 1564965,, 1880700,, 1280675,,  581380,,  699290,
"Income of economic families in 2015","    In the third decile",, 3446165,, 1641930,, 1804235,, 1237415,,  583840,,  653575,
"Income of economic families in 2015","    In the fourth decile",, 3445850,, 1677120,, 1768730,, 1223510,,  589740,,  633770,
"Income of economic families in 2015","    In the fifth decile",, 3446210,, 1700060,, 1746150,, 1246925,,  610000,,  636930,
"Income of economic families in 2015","  In the top half of the distribution",,17230230,, 8714580,, 8515650,, 6906990,, 3455930,, 3451060,
"Income of economic families in 2015","    In the sixth decile",, 3445695,, 1716510,, 1729185,, 1279095,,  629635,,  649465,
"Income of economic families in 2015","    In the seventh decile",, 3446470,, 1730975,, 1715500,, 1321220,,  655840,,  665375,
"Income of economic families in 2015","    In the eighth decile",, 3445940,, 1741640,, 1704300,, 1382795,,  691630,,  691165,
"Income of economic families in 2015","    In the ninth decile",, 3446045,, 1751850,, 1694195,, 1464415,,  736030,,  728385,
"Income of economic families in 2015","    In the top decile",, 3446080,, 1773600,, 1672475,, 1459465,,  742795,,  716670,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43,33968295,,16724265,,17244035,,13184055,, 6442930,, 6741130,
"Low income in 2015","  0 to 17 years",, 6836380,, 3504250,, 3332125,, 2656535,, 1361905,, 1294630,
"Low income in 2015","    0 to 5 years",, 2228770,, 1142505,, 1086270,,  835000,,  428025,,  406975,
"Low income in 2015","  18 to 64 years",,21695090,,10690090,,11005005,, 8418960,, 4110615,, 4308345,
"Low income in 2015","  65 years and over",, 5436830,, 2529930,, 2906905,, 2108560,,  970405,, 1138155,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",, 4809940,, 2243200,, 2566740,, 1898975,,  886530,, 1012445,
"Low income in 2015","  0 to 17 years",, 1163830,,  597570,,  566255,,  489905,,  251830,,  238080,
"Low income in 2015","    0 to 5 years",,  396095,,  203055,,  193030,,  165140,,   84825,,   80310,
"Low income in 2015","  18 to 64 years",, 2855290,, 1341590,, 1513700,, 1155315,,  538535,,  616780,
"Low income in 2015","  65 years and over",,  790825,,  304040,,  486780,,  253755,,   96170,,  157585,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     14.2,,     13.4,,     14.9,,     14.4,,     13.8,,     15.0,
"Low income in 2015","  0 to 17 years (%)",,     17.0,,     17.1,,     17.0,,     18.4,,     18.5,,     18.4,
"Low income in 2015","    0 to 5 years (%)",,     17.8,,     17.8,,     17.8,,     19.8,,     19.8,,     19.7,
"Low income in 2015","  18 to 64 years (%)",,     13.2,,     12.5,,     13.8,,     13.7,,     13.1,,     14.3,
"Low income in 2015","  65 years and over (%)",,     14.5,,     12.0,,     16.7,,     12.0,,      9.9,,     13.8,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",, 3128995,, 1519370,, 1609630,, 1298590,,  627935,,  670650,
"Low income in 2015","  0 to 17 years",,  696025,,  357255,,  338770,,  304390,,  156575,,  147815,
"Low income in 2015","    0 to 5 years",,  236435,,  121170,,  115260,,  102750,,   52810,,   49935,
"Low income in 2015","  18 to 64 years",, 2157745,, 1057585,, 1100160,,  887640,,  430545,,  457095,
"Low income in 2015","  65 years and over",,  275225,,  104525,,  170695,,  106555,,   40815,,   65740,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,      9.2,,      9.1,,      9.3,,      9.8,,      9.7,,      9.9,
"Low income in 2015","  0 to 17 years (%)",,     10.2,,     10.2,,     10.2,,     11.5,,     11.5,,     11.4,
"Low income in 2015","    0 to 5 years (%)",,     10.6,,     10.6,,     10.6,,     12.3,,     12.3,,     12.3,
"Low income in 2015","  18 to 64 years (%)",,      9.9,,      9.9,,     10.0,,     10.5,,     10.5,,     10.6,
"Low income in 2015","  65 years and over (%)",,      5.1,,      4.1,,      5.9,,      5.1,,      4.2,,      5.8,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44,34460065,,16971575,,17488485,,13242160,, 6472240,, 6769925,
"Knowledge of languages","  Official languages",,33818210,,16709290,,17108920,,12918075,, 6342930,, 6575145,
"Knowledge of languages","    English",,29748265,,14806270,,14941995,,12879045,, 6326225,, 6552825,
"Knowledge of languages","    French",,10242945,, 4952455,, 5290495,, 1521020,,  677505,,  843510,
"Knowledge of languages","  Non-official languages",, 9369280,, 4488185,, 4881090,, 4431270,, 2115510,, 2315760,
"Knowledge of languages","    Aboriginal languages",,  263845,,  127550,,  136295,,   33855,,   15815,,   18035,
"Knowledge of languages","      Algonquian languages",,  177570,,   85505,,   92065,,   30630,,   14505,,   16125,
"Knowledge of languages","        Blackfoot",,    5645,,    2695,,    2950,,      15,,      15,,       0,
"Knowledge of languages","        Cree-Montagnais languages",,  116585,,   56515,,   60070,,    6560,,    3160,,    3395,
"Knowledge of languages","          Atikamekw",,    6640,,    3335,,    3305,,      10,,       0,,       0,
"Knowledge of languages","          Montagnais (Innu)",,   11440,,    5500,,    5945,,      10,,       0,,      10,
"Knowledge of languages","          Moose Cree",,     195,,      80,,     115,,     145,,      70,,      75,
"Knowledge of languages","          Naskapi",,    1465,,     710,,     755,,      25,,      10,,      10,
"Knowledge of languages","          Northern East Cree",,     545,,     225,,     320,,      65,,      25,,      45,
"Knowledge of languages","          Plains Cree",,    5905,,    2705,,    3200,,     105,,      50,,      50,
"Knowledge of languages","          Southern East Cree",,      40,,      30,,      10,,       0,,       0,,       0,
"Knowledge of languages","          Swampy Cree",,    2345,,     995,,    1350,,     605,,     255,,     350,
"Knowledge of languages","          Woods Cree",,    2665,,    1230,,    1435,,      45,,      25,,      25,
"Knowledge of languages","          Cree; n.o.s.",,   86115,,   42080,,   44035,,    5620,,    2760,,    2865,
"Knowledge of languages","        Eastern Algonquian languages",,    9765,,    4710,,    5050,,     180,,      95,,      85,
"Knowledge of languages","          Malecite",,     755,,     370,,     390,,      20,,      20,,       0,
"Knowledge of languages","          Mi'kmaq",,    9025,,    4350,,    4670,,     160,,      75,,      85,
"Knowledge of languages","        Ojibway-Potawatomi languages",,   46685,,   22100,,   24585,,   23980,,   11285,,   12690,
"Knowledge of languages","          Algonquin",,    2480,,    1165,,    1315,,     205,,      95,,     105,
"Knowledge of languages","          Ojibway",,   28585,,   13365,,   15220,,   16220,,    7600,,    8630,
"Knowledge of languages","          Oji-Cree",,   15610,,    7575,,    8030,,    7515,,    3585,,    3935,
